Determinante,Subdeterminante,Nome do indicador,Fonte,Unidade de medida,Período,Mafra,Bela Vista do Toldo,Canoinhas,Irineópolis,Itaiópolis,Major Vieira,Monte Castelo,Papanduva,Porto União, Três Barras,São Paulo,Rio de Janeiro,Brasília,Salvador,Fortaleza,Belo Horizonte,Manaus,Curitiba,Recife,Goiânia,Belém,Porto Alegre,Guarulhos,Campinas,São Luís,São Gonçalo,Maceió,Duque de Caxias,Campo Grande,Natal,Teresina,São Bernardo do Campo,João Pessoa,Nova Iguaçu,São José dos Campos,Santo André,Ribeirão Preto,Jaboatão dos Guararapes,Uberlândia,Osasco,Sorocaba,Contagem,Aracaju,Feira de Santana,Cuiabá,Joinville,Aparecida de Goiânia,Londrina,Juiz de Fora,Porto Velho,Ananindeua,Serra,Caxias do Sul,Macapá,Niterói,Florianópolis,Belford Roxo,Campos dos Goytacazes,Vila Velha,Mauá,São João de Meriti,São José do Rio Preto,Mogi das Cruzes,Betim,Boa Vista,Maringá,Santos,Diadema,Jundiaí,Rio Branco,Montes Claros,Campina Grande,Piracicaba,Carapicuíba,Anápolis,Olinda,Cariacica,Bauru,Itaquaquecetuba,São Vicente,Vitória,Caruaru,Caucaia,Blumenau,Petrolina,Ponta Grossa,Franca,Canoas,Pelotas,Vitória da Conquista,Ribeirão das Neves,Uberaba,Paulista,Praia Grande,Cascavel,São José dos Pinhais,Guarujá,Taubaté,Palmas,Limeira,Camaçari,Santarém,Petrópolis,Mossoró,Suzano,Taboão da Serra,Várzea Grande,Sumaré,Marabá,Gravataí,Santa Maria
Ambiente Regulatório,Tributação,Alíquota Interna do IPTU,SICONFI e IBGE,% do PIB estadual,inf,0.0,0.0,2.92,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0175,0.0116,0.0046,0.0137,0.0101,0.0169,0.0038,0.0111,0.0104,0.0159,0.0068000000000000005,0.011000000000000001,0.009899999999999999,0.016200000000000003,0.0034999999999999996,0.0044,0.0075,0.0028000000000000004,0.0181,0.009899999999999999,0.0051,0.0098,0.005699999999999999,0.005600000000000001,0.0070999999999999995,0.011399999999999999,0.012199999999999999,0.0091,0.003,0.004699999999999999,0.0059,0.014499999999999999,0.0151,0.006999999999999999,0.0111,0.0060999999999999995,0.0113,0.019299999999999998,0.0111,0.0021,0.0027,0.0033,0.0058,0.0012,0.0102,0.018500000000000003,0.0031,0.0037,0.008,0.0067,0.0044,0.013999999999999999,0.0144,0.0032,0.0042,0.0152,0.022799999999999997,0.0129,0.0044,0.0049,0.0046,0.0039000000000000003,0.0058,0.012199999999999999,0.0076,0.0062,0.0021,0.0105,0.0083,0.0379,0.0044,0.006999999999999999,0.0022,0.0079,0.0039000000000000003,0.0053,0.0121,0.0053,0.013300000000000001,0.0063,0.006999999999999999,0.0045000000000000005,0.0079,0.0629,0.0069,0.0026,0.057800000000000004,0.0069,0.0076,0.0089,0.0066,0.0008,0.0092,0.0051,0.0109,0.0109,0.0063,0.006,0.001,0.0036,0.006999999999999999
Ambiente Regulatório,Tributação,Alíquota Interna do ISS,SICONFI e IBGE,% do PIB estadual,inf,0.0,0.0,0.39,70.0,0.0,0.0,206.0,3.82,0.52,5.43,0.030699999999999998,0.0189,0.008100000000000001,0.0206,0.015300000000000001,0.0197,0.0102,0.0182,0.0183,0.0165,0.0155,0.014499999999999999,0.0092,0.0217,0.021099999999999997,0.005699999999999999,0.0139,0.0083,0.0144,0.0166,0.0138,0.0116,0.013999999999999999,0.0075,0.0088,0.0177,0.0108,0.0085,0.0095,0.0144,0.013600000000000001,0.0070999999999999995,0.0191,0.0086,0.0171,0.0091,0.0075,0.013999999999999999,0.0109,0.0089,0.0089,0.009000000000000001,0.0083,0.0062,0.0078000000000000005,0.0189,0.0046,0.0036,0.018000000000000002,0.0074,0.0049,0.0141,0.0116,0.0046,0.0092,0.0163,0.037000000000000005,0.0070999999999999995,0.0073,0.0101,0.0101,0.008199999999999999,0.008100000000000001,0.0,0.0070999999999999995,0.0125,0.009300000000000001,0.0096,0.008199999999999999,0.0089,0.024700000000000003,0.0096,0.0088,0.0129,0.010700000000000001,0.0088,0.01,0.0054,0.0085,0.0113,0.005699999999999999,0.0073,0.0078000000000000005,0.0096,0.011899999999999999,0.006,0.0232,0.0064,0.0166,0.0089,0.006,0.0109,0.0073,0.0125,0.0064,0.01,0.0079,0.0059,0.013500000000000002,0.0049,0.009899999999999999
Ambiente Regulatório,Tributação,Índice de Tributação,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4404,4.8742,7.0036,5.2996,5.3731,4.8377,6.0903,5.6485,4.8474,4.9578,3.4401,5.2093,5.8087,5.2933,5.6109,7.6041,5.1343,7.0141,4.3106,4.6645,5.0827,6.3303,5.2831,7.356,6.5251,5.6143,6.0243,5.4217,6.4122,6.1123,5.905,6.1912,5.1792,5.9523,3.383,5.9295,5.9648,5.5636,5.4599,5.6447,6.9478,6.511,6.3689,8.3842,7.4547,5.1096,8.4015,7.8259,5.2889,6.411,6.2046,6.2095,5.915,7.7607,6.2031,5.6984,5.1475,6.2114,6.9123,5.9234,6.0304,5.6023,6.3823,2.9542,5.7673,4.9692,7.0401,6.3072,5.849,5.2503,5.4012,5.4988,7.177,5.8044,5.811,6.069,6.0406,6.4348,5.5852,5.5462,6.5441,6.4401,5.8257,6.4219,5.9464,7.443,5.2796,6.5776,4.387,6.3316,6.9494,8.5098,6.8848,5.622,6.8493,5.8667,5.501,6.7377,8.2524,7.5926,5.8299
Fator 1,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.022,0.5776,1.243,0.0133,-0.4105,1.7234,-0.7275,1.8936,1.1752,-0.2416,0.1374,2.2829,0.0977,1.7,-0.1804,-1.6419,-0.5797,-0.606,0.0916,0.5804,0.0663,1.1156,0.201,-0.9734,1.0808,0.84,0.6007,-1.6671,0.2068,1.5302,1.1769,-0.9209,-0.5682,-0.7532,0.271,0.9793,-1.4967,0.2,0.6461,-0.3237,-1.253,-0.4475,0.8224,-1.0979,1.0075,2.4393,-1.8584,-0.5058,0.3241,-0.5237,-1.1226,0.625,0.265,-0.692,-0.6247,0.4299,0.5964,0.2584,1.0188,-0.838,-0.4133,0.6824,1.1092,-0.4128,-1.0067,-0.515,-1.2061,0.783,-0.3197,-0.8999,1.3849,-0.7918,-2.0474,0.788,-0.847,0.3038,0.2213,-0.0117,0.4485,-1.0107,-1.7366,-0.3098,-1.2353,-0.8907,0.1143,-0.2191,-0.1929,0.4487,0.1834,1.7386,-0.4991,-1.4472,-0.5728,-0.1556,0.0137,-0.0773,-0.7675,-0.905,-1.4311,-0.5594,1.0767
Fator 2,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4354,1.9608,1.0388,0.0931,0.5556,-0.5281,0.8843,0.8506,-1.3915,2.034,-1.7198,-0.6058,-0.234,-0.4693,-0.1347,1.4269,-1.0763,0.2614,-0.9258,-1.4677,-1.2136,0.5629,-1.0778,0.4538,0.0391,0.2737,-0.0945,0.4097,-0.4896,1.0227,-0.5069,0.8133,0.1613,-0.6648,-0.9266,2.0645,1.48,0.7592,-1.447,0.0267,-0.6687,0.7482,-0.0581,1.2916,2.1742,0.7583,0.723,0.3311,-0.7563,0.5365,-0.9942,-0.5217,0.5049,0.7773,1.2425,0.5019,0.1223,0.1365,0.5827,-1.1504,-1.2925,-2.1321,0.2349,-2.7209,1.0072,-0.7943,0.36,-0.3919,-0.8998,-1.1466,-0.6057,-1.5377,0.6084,1.1845,-1.1737,0.5666,-0.4735,-0.2028,-1.2494,-1.4816,-0.2443,0.0017,0.3772,0.8122,0.6311,1.4718,0.4863,-0.8061,-1.1125,-0.3279,0.0767,0.3744,0.3629,-1.4681,0.5346,-0.6209,-0.2188,0.1022,1.3327,0.5154,-1.0554
Fator 3,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8279,0.4559,1.1169,-0.0192,0.1252,0.1672,0.9823,0.3307,0.1851,0.6081,1.245,0.2019,-3.015,-0.3988,1.1594,-0.3182,1.506,-0.3783,0.5186,0.8901,1.3531,-0.2293,1.0466,0.1474,0.2437,0.1324,0.0956,-0.3479,-0.2798,-0.3025,-0.2883,0.0101,1.4542,0.5507,0.9607,0.4067,0.4867,0.1174,-0.3843,0.9653,1.3811,0.4948,0.4468,2.3934,-0.0163,0.9786,-0.908,-2.0236,1.2636,-1.2224,-0.284,-1.9308,-0.3588,-0.5329,2.4689,0.3056,-0.7841,0.0021,0.4518,1.3888,-0.1412,0.9627,-0.4456,-2.5413,0.1896,-0.351,-2.2079,-0.3817,-1.7146,-1.1516,-1.5152,0.7258,-0.8436,0.0794,0.8448,-0.8915,0.0964,-0.3343,-0.0732,0.0017,-0.9129,-0.8432,-0.3283,-0.0387,0.071,-0.4023,-1.338,-0.2486,2.3924,-1.1343,-0.2011,1.4473,-0.2606,0.7479,-0.8682,-1.6015,-0.1819,-1.5622,0.5863,-0.2652,0.4463
ICE 2023,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6728,7.7287,7.9622,6.0504,6.1561,6.7867,6.6577,7.7753,5.9819,7.3859,5.8052,7.0848,4.1806,6.4803,6.4874,5.6922,5.9134,5.5827,5.8177,6.0016,6.1188,6.8367,6.098,5.7851,6.7873,6.7195,6.3475,5.0732,5.6752,7.2993,6.2203,5.9437,6.6046,5.4993,6.1761,7.9922,6.2714,6.6216,5.3157,6.3858,5.6879,6.4593,6.6992,7.4937,7.8276,8.4111,4.8202,4.7308,6.48,5.3017,4.6139,4.9449,6.2373,5.7416,7.7821,6.7144,5.9622,6.2292,7.1855,5.6538,4.9337,5.7188,6.5187,2.7236,6.1098,5.0414,4.2368,6.0055,4.306,4.1536,5.575,5.0741,4.6821,7.1847,5.3211,5.9878,5.91,5.6831,5.4953,4.562,4.3292,5.3353,5.315,5.9323,6.4714,6.4909,5.3969,5.6502,6.8449,6.1596,5.64,6.2162,5.7284,5.4944,5.8153,4.6723,5.3255,4.6345,6.2817,5.8215,6.2699
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,57178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,7640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,66569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,3587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,853563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
